price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,location,property_age
51068613,3879,4,4,4,yes,yes,yes,no,yes,2,no,semi-furnished,Koramangala,0
40423776,3979,4,4,2,yes,yes,no,no,yes,2,no,furnished,Whitefield,3
51067337,4210,5,4,2,yes,yes,yes,yes,yes,3,yes,unfurnished,Hauz Khas,17
43109212,4717,5,5,3,yes,yes,no,no,yes,3,no,furnished,Powai,24
25505091,2920,3,2,4,yes,yes,yes,no,yes,3,no,semi-furnished,Banjara Hills,25
31781385,3097,3,2,2,yes,no,no,no,yes,3,no,furnished,Cyber City,12
29552175,2918,3,2,2,yes,no,yes,yes,yes,3,no,unfurnished,Cyber City,12
65257351,5095,6,5,2,yes,yes,no,no,yes,2,no,furnished,Bandra West,11
70741767,3832,4,4,4,yes,yes,yes,yes,yes,2,yes,semi-furnished,Boat Club,10
30760013,2760,3,2,2,yes,yes,no,no,yes,3,no,unfurnished,Anna Nagar,8
27749184,3297,4,3,2,yes,yes,yes,no,yes,1,yes,semi-furnished,Whitefield,22
28744354,3126,3,3,2,yes,yes,no,no,yes,2,no,semi-furnished,Dwarka,0
67412464,4928,6,5,3,yes,yes,yes,no,yes,1,yes,furnished,Juhu,23
69944982,5205,6,5,2,yes,yes,no,no,yes,2,no,semi-furnished,Defence Colony,6
38152341,3543,4,4,3,yes,yes,no,yes,yes,1,no,furnished,Bandra West,24
34577360,4033,4,4,4,yes,yes,no,no,yes,3,no,furnished,Whitefield,17
52673676,2922,3,2,2,yes,yes,no,yes,yes,3,no,semi-furnished,Boat Club,8
18585440,2708,3,3,1,yes,yes,no,no,yes,1,no,semi-furnished,Adyar,28
29561139,3809,4,3,3,yes,yes,no,no,yes,3,no,unfurnished,Gachibowli,20
18835816,2637,3,2,4,no,yes,no,no,yes,2,no,unfurnished,Whitefield,18
27699982,3082,3,3,4,yes,yes,no,no,yes,3,yes,semi-furnished,Kalyani Nagar,25
44528850,3667,4,4,2,yes,yes,no,yes,no,2,no,furnished,Jubilee Hills,8
30602292,3170,3,3,2,no,no,no,no,yes,2,no,semi-furnished,Defence Colony,21
34731680,4140,4,4,3,yes,yes,no,no,yes,3,no,furnished,Andheri West,22
49124880,3434,4,3,4,yes,no,yes,no,yes,2,yes,unfurnished,Juhu,16
53653263,4322,5,5,4,yes,yes,no,no,yes,2,no,semi-furnished,Greater Kailash,4
46461287,3268,4,3,3,yes,yes,no,no,yes,1,no,furnished,Koregaon Park,0
27009191,3656,4,4,2,yes,no,no,no,yes,2,no,semi-furnished,Whitefield,21
34137647,2913,3,3,3,yes,yes,yes,no,yes,2,no,semi-furnished,Jubilee Hills,15
28944970,2787,3,2,2,yes,no,no,no,yes,3,yes,semi-furnished,Alipore,24
48778140,5217,6,5,3,yes,no,no,no,yes,1,no,semi-furnished,Whitefield,2
25633099,2899,3,3,1,yes,no,no,no,yes,2,yes,furnished,Salt Lake,15
45591740,3745,4,4,4,yes,yes,no,yes,yes,2,yes,unfurnished,Alipore,16
37472118,3141,3,3,2,yes,yes,no,no,yes,3,no,semi-furnished,Koregaon Park,10
25462829,2363,3,3,2,yes,no,no,yes,yes,1,no,unfurnished,Jubilee Hills,15
25385703,3019,3,3,2,yes,yes,no,no,no,3,yes,semi-furnished,Whitefield,18
29198903,2724,3,2,2,yes,yes,yes,no,yes,2,yes,semi-furnished,HITEC City,16
28158163,2708,3,3,1,yes,yes,no,no,yes,3,no,semi-furnished,Indiranagar,17
48184481,3779,4,4,3,yes,yes,yes,no,yes,1,yes,furnished,Banjara Hills,9
18540136,2667,3,2,1,yes,no,no,yes,yes,2,no,unfurnished,Jubilee Hills,28
23056789,2755,3,2,1,yes,yes,no,no,no,3,yes,semi-furnished,Salt Lake,14
43711848,3603,4,4,3,yes,no,no,no,yes,2,no,semi-furnished,Koregaon Park,6
47029995,4333,5,5,4,no,yes,yes,no,yes,2,no,furnished,HITEC City,7
38053178,3603,4,4,3,yes,yes,no,no,yes,2,yes,unfurnished,Greater Kailash,20
52196122,3333,4,3,3,yes,yes,no,yes,yes,1,no,furnished,South Mumbai,19
19978132,2945,3,2,3,yes,no,no,no,yes,3,no,unfurnished,Andheri West,24
42621025,3773,4,4,3,no,yes,no,no,yes,1,no,furnished,Koregaon Park,10
17362330,2650,3,2,1,yes,yes,no,no,no,2,no,unfurnished,Whitefield,20
26216817,2711,3,3,1,yes,no,no,no,yes,1,yes,semi-furnished,Cyber City,19
28449362,2602,3,2,2,yes,yes,yes,no,yes,2,no,semi-furnished,Indiranagar,14
42906322,2911,3,2,2,no,yes,no,yes,yes,3,no,furnished,South Mumbai,19
60960423,5435,6,5,2,yes,yes,no,yes,yes,3,no,semi-furnished,Greater Kailash,9
29121326,2937,3,3,2,yes,yes,no,no,yes,2,no,furnished,Indiranagar,19
27148535,3815,4,4,3,yes,no,no,no,yes,2,no,semi-furnished,Salt Lake,18
65245427,5422,6,5,3,yes,yes,no,no,yes,3,yes,unfurnished,Defence Colony,19
35297904,2689,3,2,3,yes,no,no,no,yes,3,no,unfurnished,Jubilee Hills,5
29327843,2978,3,2,2,yes,yes,yes,no,yes,3,no,semi-furnished,Adyar,15
45022513,2997,3,3,3,yes,yes,yes,no,yes,2,yes,furnished,Bandra West,12
87502874,5058,6,5,3,no,yes,no,no,yes,2,yes,unfurnished,Boat Club,6
29534639,3440,4,3,4,yes,yes,no,no,yes,2,yes,furnished,Jayanagar,28
40369382,3641,4,3,2,yes,no,no,no,yes,3,no,unfurnished,Boat Club,29
52886416,3235,4,3,3,yes,no,yes,no,yes,1,no,unfurnished,Poes Garden,7
14913314,2327,2,2,1,yes,no,no,no,no,3,no,furnished,Gachibowli,23
25667157,3401,4,4,2,yes,yes,yes,no,yes,2,no,semi-furnished,Dwarka,16
34729861,3875,4,3,3,yes,yes,no,no,yes,3,no,semi-furnished,Anna Nagar,19
36845122,4495,5,5,2,yes,yes,yes,no,yes,3,no,semi-furnished,Gachibowli,23
34031723,3763,4,3,3,yes,no,no,no,yes,3,no,semi-furnished,Hauz Khas,25
22146725,2629,3,2,3,yes,no,yes,no,yes,2,no,semi-furnished,Adyar,20
28829082,4211,5,4,2,yes,no,no,no,yes,2,no,semi-furnished,Whitefield,26
39850938,3869,4,4,3,yes,yes,no,no,yes,2,no,furnished,Anna Nagar,13
21903832,2754,3,3,1,no,no,no,no,yes,1,yes,semi-furnished,Greater Kailash,27
37352644,3349,4,4,4,yes,no,yes,no,yes,1,yes,furnished,Gachibowli,8
38567816,3448,4,3,3,yes,no,no,no,yes,2,yes,semi-furnished,Anna Nagar,10
52915375,3385,4,4,3,yes,no,yes,no,yes,1,no,semi-furnished,Defence Colony,1
60377287,3577,4,3,4,no,yes,no,no,yes,3,yes,semi-furnished,Juhu,4
17952630,2618,3,2,4,yes,no,no,no,yes,2,no,unfurnished,HITEC City,24
32953680,4043,5,4,4,yes,yes,no,yes,no,1,no,semi-furnished,Anna Nagar,22
49449898,4172,5,4,3,yes,yes,yes,yes,yes,3,no,furnished,Jayanagar,3
39738070,3611,4,4,4,yes,yes,no,no,yes,1,yes,unfurnished,Gachibowli,4
49954615,4372,5,5,3,no,yes,no,no,yes,2,yes,unfurnished,Jayanagar,1
53327463,3592,4,3,3,yes,no,no,no,yes,3,yes,furnished,Vasant Vihar,19
30582524,2994,3,3,3,yes,no,no,no,yes,3,yes,unfurnished,Andheri West,12
19354155,2570,3,3,3,yes,yes,no,no,yes,2,no,semi-furnished,Salt Lake,19
35226252,3795,4,4,4,yes,yes,yes,no,yes,2,yes,semi-furnished,Adyar,23
31312011,3510,4,4,3,yes,yes,yes,no,yes,3,yes,unfurnished,Cyber City,28
53215463,3605,4,4,3,yes,no,no,no,yes,1,no,unfurnished,Defence Colony,0
16700929,2360,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,Whitefield,20
56064830,5068,6,5,4,yes,no,no,no,yes,1,no,semi-furnished,Jubilee Hills,10
24798207,3140,3,3,2,yes,yes,no,yes,no,3,yes,semi-furnished,Powai,28
36274382,2784,3,3,2,yes,no,no,no,yes,2,no,furnished,Koregaon Park,7
68635592,3724,4,4,2,yes,no,yes,no,yes,1,yes,furnished,South Mumbai,13
52798485,3668,4,4,3,yes,no,no,no,yes,3,no,semi-furnished,Boat Club,19
33124316,2917,3,2,2,yes,yes,no,no,yes,3,yes,unfurnished,Whitefield,2
55326694,3719,4,4,2,yes,yes,no,no,yes,3,no,furnished,South Mumbai,24
83581930,5178,6,5,3,yes,yes,no,no,yes,1,no,furnished,Vasant Vihar,4
52081196,4147,5,4,3,yes,yes,no,no,yes,2,yes,furnished,Koramangala,8
26869345,3975,4,4,2,yes,yes,no,no,yes,3,no,furnished,Salt Lake,26
29850760,3117,3,2,3,yes,no,no,no,yes,3,no,unfurnished,HITEC City,10
78889669,4603,5,4,3,yes,yes,yes,no,yes,3,no,furnished,Vasant Vihar,4
47811028,4023,4,4,3,yes,yes,no,no,yes,2,yes,semi-furnished,Koramangala,10
41830486,3819,4,4,3,yes,no,no,no,yes,3,no,furnished,Jayanagar,6
27438970,2859,3,3,2,no,yes,no,no,yes,2,yes,semi-furnished,Banjara Hills,22
13506451,1913,2,2,1,no,no,yes,no,no,1,no,furnished,Indiranagar,21
46327316,2717,3,3,1,yes,yes,yes,no,yes,1,yes,semi-furnished,Boat Club,19
36694513,4069,4,4,2,yes,yes,no,no,yes,3,no,semi-furnished,Koramangala,23
31656741,3700,4,4,3,yes,yes,no,no,yes,3,no,unfurnished,Koregaon Park,27
34669906,2958,3,3,1,no,yes,no,no,yes,1,no,furnished,Powai,6
16499677,1971,2,2,2,yes,no,no,no,no,3,no,unfurnished,Defence Colony,21
44840608,2725,3,2,2,yes,yes,yes,no,yes,3,yes,furnished,Banjara Hills,0
47331668,3603,4,4,4,no,yes,yes,no,yes,1,no,furnished,Koramangala,1
16002090,1719,2,2,3,yes,no,no,no,yes,1,no,unfurnished,Jayanagar,14
42425286,3725,4,4,2,yes,yes,no,no,yes,1,yes,semi-furnished,Indiranagar,11
39496912,4300,5,4,4,yes,yes,yes,no,yes,2,yes,unfurnished,Anna Nagar,24
42726104,2994,3,3,2,no,no,yes,no,yes,2,no,furnished,Hauz Khas,2
26794735,4800,5,5,3,yes,yes,no,no,no,3,no,unfurnished,Dwarka,26
35287954,3481,4,3,3,no,no,no,no,yes,1,no,semi-furnished,Andheri West,2
31489021,3279,3,3,3,yes,no,yes,no,yes,3,no,semi-furnished,Jubilee Hills,22
29145699,2893,3,2,3,yes,yes,no,no,yes,3,no,furnished,Whitefield,9
57209602,4052,4,4,2,yes,no,yes,no,no,3,yes,semi-furnished,Poes Garden,18
36091840,3254,3,3,2,yes,yes,no,no,no,3,no,semi-furnished,Indiranagar,6
23547503,2835,3,3,1,yes,yes,no,no,yes,3,no,furnished,Jayanagar,25
17174069,2469,3,2,3,yes,no,no,yes,yes,2,no,furnished,Kalyani Nagar,28
21569373,2506,3,3,4,yes,no,yes,no,yes,2,no,furnished,Greater Kailash,28
45406292,4501,5,5,2,yes,yes,yes,no,yes,3,yes,unfurnished,Banjara Hills,23
30252682,2920,3,2,1,yes,yes,yes,no,yes,3,yes,semi-furnished,Anna Nagar,19
56385031,3610,4,4,2,yes,yes,yes,no,yes,2,no,semi-furnished,Boat Club,18
44129831,4796,5,5,3,yes,yes,yes,no,no,3,no,furnished,Adyar,17
37896451,3539,4,3,2,no,yes,no,no,yes,2,no,semi-furnished,Koramangala,10
49803284,4434,5,5,4,no,yes,no,no,yes,2,yes,furnished,Andheri West,3
28835550,3161,3,3,2,yes,yes,no,no,yes,3,no,furnished,Banjara Hills,24
20546890,1984,2,2,4,yes,no,no,no,yes,1,no,furnished,Cyber City,14
30789079,2771,3,2,1,yes,yes,yes,no,no,3,yes,semi-furnished,HITEC City,11
48559029,2398,3,3,4,no,no,no,no,yes,1,no,furnished,South Mumbai,5
30240070,3014,3,2,2,yes,yes,no,no,yes,3,yes,furnished,Jayanagar,19
49838483,3836,4,4,3,no,yes,no,no,yes,3,no,semi-furnished,Boat Club,23
28882338,2785,3,3,1,yes,no,no,no,yes,2,yes,semi-furnished,Powai,18
71095243,3934,4,4,3,yes,no,no,no,yes,3,no,furnished,Poes Garden,0
39048698,3725,4,4,3,yes,yes,no,yes,no,3,yes,furnished,Salt Lake,0
54531655,4517,5,5,4,yes,yes,no,no,yes,3,no,semi-furnished,Juhu,24
21058797,2854,3,2,4,yes,yes,no,no,yes,2,no,semi-furnished,Anna Nagar,26
47237685,4453,5,5,2,yes,yes,yes,no,no,3,no,furnished,Hauz Khas,21
49556356,5363,6,5,3,yes,no,no,no,yes,3,no,furnished,Indiranagar,21
31957795,2900,3,3,2,yes,yes,no,no,yes,2,no,unfurnished,Koramangala,12
27793883,2951,3,3,2,yes,yes,no,no,yes,3,yes,furnished,Andheri West,22
21180907,2212,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,Koramangala,16
30470925,3159,3,3,1,yes,yes,no,no,yes,3,no,furnished,Gachibowli,13
27292945,2761,3,3,4,no,yes,no,no,yes,2,no,semi-furnished,Gachibowli,8
33419301,2967,3,3,2,no,no,no,yes,yes,3,yes,furnished,Powai,13
22041480,1869,2,1,1,no,no,no,no,no,2,no,semi-furnished,Kalyani Nagar,1
45834612,3696,4,4,2,yes,yes,yes,no,no,2,yes,unfurnished,Juhu,23
43028319,3841,4,4,3,no,yes,no,no,yes,3,no,unfurnished,Juhu,23
31897214,3162,3,3,1,yes,yes,no,no,yes,3,no,unfurnished,HITEC City,11
34145067,2791,3,2,2,yes,yes,no,no,yes,3,no,semi-furnished,Jubilee Hills,11
45654471,3848,4,4,2,no,yes,no,yes,yes,2,no,furnished,Poes Garden,26
20415035,2956,3,3,3,yes,yes,no,no,no,3,no,semi-furnished,Jayanagar,26
30675994,2718,3,3,3,yes,yes,no,no,yes,2,yes,semi-furnished,Salt Lake,2
42323180,3637,4,3,4,yes,no,no,no,yes,3,no,furnished,HITEC City,1
28018069,2790,3,3,2,no,yes,no,no,yes,2,no,furnished,Juhu,28
46173571,4775,5,5,4,yes,yes,no,no,yes,2,yes,semi-furnished,Koramangala,24
41794448,3691,4,4,3,yes,yes,no,no,yes,2,no,furnished,Gachibowli,0
52091496,3569,4,3,3,yes,yes,yes,no,yes,1,no,furnished,Alipore,4
22066395,2498,3,2,2,no,yes,no,no,yes,1,yes,semi-furnished,Defence Colony,29
37374746,2752,3,3,1,yes,no,yes,no,yes,1,no,unfurnished,Koregaon Park,2
34186984,2653,3,3,2,yes,yes,no,no,yes,1,yes,semi-furnished,Powai,9
54546341,4451,5,5,2,yes,yes,no,no,yes,2,no,semi-furnished,Koregaon Park,5
40935479,3964,4,4,2,yes,yes,no,no,yes,3,no,semi-furnished,Defence Colony,26
49198306,4267,5,5,2,yes,yes,yes,no,yes,1,yes,furnished,Cyber City,12
28810867,2787,3,3,1,yes,no,no,no,yes,2,no,furnished,Adyar,12
44043210,2791,3,3,4,yes,yes,no,no,yes,2,no,semi-furnished,Vasant Vihar,12
36496011,2667,3,2,2,yes,yes,yes,no,no,2,no,semi-furnished,Jubilee Hills,4
58359849,3509,4,4,4,no,yes,no,no,yes,3,no,semi-furnished,Vasant Vihar,5
26879575,2620,3,3,1,yes,yes,no,no,yes,1,yes,semi-furnished,Cyber City,19
12218698,1676,2,2,1,no,no,no,no,no,0,no,unfurnished,Gachibowli,11
19661622,1656,2,2,3,no,no,no,no,no,1,yes,furnished,Poes Garden,21
33485010,2774,3,3,3,yes,no,no,no,yes,2,yes,unfurnished,Defence Colony,19
27328557,3483,4,3,4,no,yes,yes,no,yes,2,no,semi-furnished,Salt Lake,14
29381828,2685,3,2,2,yes,yes,no,no,no,2,no,furnished,Whitefield,1
30274333,3089,3,2,1,no,yes,yes,no,yes,3,yes,furnished,Dwarka,2
22117069,2716,3,2,2,yes,yes,no,no,yes,3,yes,semi-furnished,Cyber City,29
35741977,2642,3,3,2,yes,no,yes,no,yes,2,no,furnished,Koregaon Park,8
51843493,4365,5,4,3,yes,yes,yes,no,yes,3,no,semi-furnished,Bandra West,18
28798559,3015,3,3,1,yes,yes,yes,no,yes,2,yes,furnished,Gachibowli,20
65050563,3515,4,4,2,yes,yes,no,no,yes,2,no,semi-furnished,South Mumbai,8
24115023,2589,3,2,3,yes,yes,no,no,yes,2,yes,semi-furnished,Kalyani Nagar,23
29088902,2681,3,2,3,yes,yes,no,no,yes,3,no,furnished,Greater Kailash,18
37264043,3706,4,4,4,yes,yes,no,no,yes,2,no,unfurnished,Koramangala,16
39736626,3122,3,3,4,yes,no,yes,no,yes,3,no,semi-furnished,Juhu,19
69161911,4570,5,4,2,yes,yes,yes,no,yes,3,no,furnished,Vasant Vihar,14
30630255,2834,3,3,1,yes,yes,no,yes,no,3,yes,semi-furnished,Koramangala,17
31779080,3503,4,3,4,yes,yes,no,yes,yes,3,yes,semi-furnished,Banjara Hills,28
25391728,1884,2,2,2,yes,no,yes,no,yes,1,no,unfurnished,South Mumbai,20
14074314,1831,2,1,1,yes,yes,no,no,yes,3,yes,furnished,Salt Lake,25
28708182,2969,3,3,1,yes,yes,no,no,yes,3,yes,semi-furnished,Hauz Khas,29
22941954,2759,3,2,2,yes,yes,no,no,no,2,no,semi-furnished,Kalyani Nagar,18
80534416,4204,5,5,2,yes,yes,no,no,yes,1,no,furnished,South Mumbai,6
32436010,3160,3,3,2,yes,no,no,no,yes,2,no,semi-furnished,HITEC City,8
53617812,5116,6,5,2,yes,yes,no,no,yes,2,yes,semi-furnished,Anna Nagar,13
25652536,2638,3,3,1,yes,no,no,yes,yes,1,no,unfurnished,Poes Garden,27
42106316,3486,4,3,4,yes,yes,no,no,yes,2,no,unfurnished,South Mumbai,28
36540455,2840,3,3,2,yes,no,no,no,yes,3,yes,semi-furnished,Andheri West,1
48627445,3824,4,4,3,yes,yes,yes,no,yes,2,no,furnished,Koregaon Park,7
37672544,3611,4,3,2,no,yes,yes,no,yes,2,yes,unfurnished,HITEC City,11
28821337,2847,3,3,1,yes,yes,no,no,yes,3,yes,furnished,Dwarka,5
70520659,3255,4,4,4,yes,yes,no,no,yes,1,yes,furnished,Boat Club,3
23155464,2734,3,3,2,no,no,no,no,yes,1,no,semi-furnished,Koregaon Park,20
32853893,3839,4,4,4,yes,yes,yes,no,yes,2,no,semi-furnished,Dwarka,5
28241321,3479,4,4,2,yes,yes,no,no,yes,1,no,semi-furnished,Banjara Hills,28
30228467,2824,3,2,1,yes,no,yes,no,yes,2,no,unfurnished,Koregaon Park,13
52344922,4786,5,5,3,yes,no,yes,no,yes,3,no,unfurnished,Greater Kailash,11
24126769,3158,3,3,3,yes,yes,yes,no,no,2,no,furnished,Dwarka,12
27131259,2196,2,2,2,yes,no,no,no,no,2,no,semi-furnished,Hauz Khas,7
34902727,3640,4,4,2,yes,no,yes,no,yes,3,yes,semi-furnished,Greater Kailash,28
13090268,2023,2,2,1,yes,no,no,no,no,2,no,semi-furnished,Koregaon Park,24
55656570,4668,5,5,4,yes,no,no,yes,yes,2,no,furnished,Powai,1
24962639,1584,2,2,2,yes,no,no,no,yes,2,yes,furnished,Greater Kailash,12
22421275,2878,3,3,2,yes,yes,yes,no,yes,2,yes,furnished,Whitefield,29
26433318,2666,3,2,1,yes,no,no,no,yes,2,yes,furnished,Salt Lake,9
13639983,2433,3,2,2,no,no,yes,no,no,1,no,furnished,Salt Lake,22
27910523,2907,3,3,1,yes,no,no,no,yes,2,no,unfurnished,Whitefield,6
48366910,3563,4,3,4,yes,no,yes,no,yes,3,no,unfurnished,Alipore,5
48019976,4039,4,4,2,yes,yes,no,yes,yes,3,yes,semi-furnished,Cyber City,6
23115516,2831,3,3,1,yes,yes,no,yes,yes,3,yes,semi-furnished,Dwarka,16
34552596,3192,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished,Indiranagar,15
44805507,3527,4,3,4,yes,no,no,no,yes,2,no,furnished,Greater Kailash,4
35655766,2666,3,3,3,yes,no,yes,no,yes,2,no,semi-furnished,Boat Club,23
39762070,4665,5,5,3,yes,yes,no,no,yes,3,yes,semi-furnished,Gachibowli,22
21825992,3561,4,3,3,yes,yes,no,no,yes,2,no,unfurnished,Whitefield,29
48930925,3655,4,3,2,yes,yes,no,no,yes,3,yes,unfurnished,South Mumbai,29
27723325,2564,3,3,2,yes,yes,no,no,yes,2,yes,furnished,Hauz Khas,27
30760234,2762,3,3,2,no,no,no,no,yes,3,no,furnished,Defence Colony,19
23769371,2768,3,3,1,yes,no,yes,no,yes,2,no,unfurnished,Anna Nagar,20
29549483,2521,3,2,1,yes,no,no,no,yes,3,no,semi-furnished,Bandra West,16
19983161,2920,3,3,1,yes,yes,yes,no,no,3,yes,semi-furnished,Whitefield,29
30530952,3094,3,3,1,yes,yes,yes,no,yes,3,yes,furnished,Indiranagar,26
44213636,5281,6,5,3,no,yes,no,no,yes,3,no,semi-furnished,Powai,26
50691337,2913,3,2,4,yes,yes,no,no,no,2,yes,furnished,Juhu,5
60639772,3818,4,3,3,yes,yes,no,no,yes,2,no,unfurnished,Vasant Vihar,5
54397733,5211,6,5,4,yes,yes,no,yes,yes,2,no,furnished,Adyar,7
43315115,3201,3,3,3,no,yes,no,no,yes,3,no,semi-furnished,South Mumbai,21
47297784,3423,4,4,3,no,no,no,no,yes,1,no,semi-furnished,Juhu,10
32221121,3527,4,4,4,yes,yes,no,no,yes,2,no,semi-furnished,Adyar,18
46948130,3183,3,3,2,yes,yes,no,no,yes,2,no,unfurnished,South Mumbai,18
29676207,2819,3,3,4,yes,no,no,yes,yes,2,no,unfurnished,Jubilee Hills,15
8587046,1780,2,1,3,no,no,no,no,no,2,no,furnished,Indiranagar,25
45136893,3545,4,4,4,yes,yes,yes,no,no,2,no,furnished,Koregaon Park,6
53465472,3480,4,3,3,yes,yes,yes,no,no,2,yes,furnished,Juhu,13
40422372,3866,4,4,4,yes,no,no,no,no,3,no,furnished,Cyber City,7
21461915,3353,4,3,4,yes,yes,no,no,yes,1,no,unfurnished,Gachibowli,28
13748867,1882,2,1,2,yes,yes,no,no,no,1,yes,unfurnished,Banjara Hills,24
9819457,1856,2,1,3,yes,no,no,yes,no,1,yes,semi-furnished,Anna Nagar,28
33076940,2701,3,3,3,yes,yes,yes,no,yes,1,yes,unfurnished,Kalyani Nagar,10
20211070,2805,3,2,3,no,yes,no,no,yes,2,yes,semi-furnished,Whitefield,24
38674733,2708,3,3,4,yes,no,no,yes,yes,2,no,semi-furnished,Bandra West,6
44128559,3619,4,4,2,yes,yes,yes,no,yes,2,no,semi-furnished,HITEC City,0
32620833,2893,3,3,2,yes,yes,no,no,yes,3,yes,furnished,Salt Lake,3
43015839,3873,4,4,2,yes,no,yes,no,yes,3,no,semi-furnished,Greater Kailash,13
38874618,2643,3,2,2,yes,no,yes,no,yes,2,no,unfurnished,Boat Club,16
43594851,3957,4,3,4,no,yes,no,no,yes,3,yes,semi-furnished,Gachibowli,0
22315041,2877,3,3,3,yes,yes,no,no,no,2,yes,semi-furnished,Powai,28
50671518,2963,3,3,2,yes,yes,no,no,no,3,yes,furnished,South Mumbai,18
15674313,2274,3,2,2,yes,no,no,yes,no,1,no,semi-furnished,Juhu,29
53084342,3424,4,4,4,yes,no,yes,no,yes,1,yes,semi-furnished,Juhu,13
62241898,2992,3,3,2,yes,yes,no,no,yes,2,no,furnished,South Mumbai,4
25815468,1768,2,2,2,no,no,no,yes,yes,0,no,furnished,Alipore,6
20797539,2743,3,3,3,yes,yes,no,yes,yes,2,no,semi-furnished,Salt Lake,18
47710311,4173,5,4,2,no,yes,no,no,yes,2,no,furnished,Jayanagar,0
41905535,3510,4,4,3,yes,no,no,no,yes,2,no,semi-furnished,Indiranagar,4
60960566,3808,4,4,2,yes,no,no,no,yes,3,no,furnished,Boat Club,14
33251729,3524,4,4,3,yes,no,no,no,no,1,no,unfurnished,Adyar,8
55835769,3166,4,3,3,no,yes,yes,no,yes,2,yes,unfurnished,Vasant Vihar,7
36734357,4496,5,4,4,yes,yes,no,no,yes,3,no,unfurnished,Kalyani Nagar,25
73678428,4750,5,5,4,yes,yes,yes,no,yes,2,yes,semi-furnished,Defence Colony,1
53669524,3489,4,3,2,yes,yes,no,no,yes,1,yes,semi-furnished,Defence Colony,5
53653488,4073,4,4,4,yes,no,no,no,yes,3,yes,furnished,Greater Kailash,4
31720692,3008,3,3,3,yes,no,no,no,yes,2,no,semi-furnished,Hauz Khas,17
44352373,2928,3,3,1,yes,no,no,yes,yes,2,no,furnished,Boat Club,17
46560442,3993,4,4,4,yes,no,yes,yes,yes,2,no,unfurnished,Powai,2
22394472,3073,3,3,2,yes,yes,yes,no,yes,3,no,semi-furnished,Gachibowli,26
12090577,1551,2,2,2,yes,no,no,no,yes,0,no,furnished,Salt Lake,17
44639322,3777,4,4,3,yes,yes,no,no,yes,3,no,unfurnished,Jubilee Hills,11
39319038,3688,4,4,4,yes,no,no,no,yes,2,no,furnished,Andheri West,5
37847786,2940,3,3,1,no,no,no,no,yes,3,yes,furnished,Adyar,2
37718310,3219,4,4,2,yes,no,no,no,yes,1,no,semi-furnished,HITEC City,2
29449354,2566,3,2,4,yes,yes,no,no,yes,2,no,semi-furnished,Kalyani Nagar,9
40245436,3906,4,4,4,yes,no,no,no,yes,2,yes,furnished,Whitefield,6
36096739,4956,5,5,4,yes,yes,no,no,yes,3,no,unfurnished,Whitefield,23
25682639,2837,3,3,2,yes,yes,no,no,yes,1,no,furnished,Dwarka,5
35948918,2856,3,3,2,no,no,yes,no,yes,3,yes,semi-furnished,Hauz Khas,14
60873433,2730,3,3,2,yes,yes,no,yes,yes,1,yes,furnished,Boat Club,4
31824944,2743,3,3,1,yes,yes,no,no,yes,1,no,semi-furnished,HITEC City,5
36931852,3000,3,3,2,yes,yes,no,no,yes,2,no,furnished,Anna Nagar,5
52407432,3753,4,3,3,no,yes,no,no,yes,3,no,semi-furnished,Bandra West,1
30880037,3053,3,3,4,yes,yes,no,yes,yes,3,yes,furnished,Indiranagar,23
23836599,2496,3,3,1,yes,no,no,yes,no,1,yes,semi-furnished,Andheri West,14
41883376,3323,4,3,2,yes,no,no,no,yes,2,no,semi-furnished,Bandra West,11
20727258,3385,4,3,2,yes,no,no,yes,yes,2,no,unfurnished,Whitefield,27
49333348,3480,4,4,4,yes,no,no,yes,yes,1,yes,semi-furnished,Alipore,6
34944292,2747,3,3,2,yes,yes,no,no,yes,2,no,unfurnished,Jubilee Hills,8
46673722,4174,5,5,4,yes,yes,no,no,yes,1,no,furnished,Koramangala,13
48242485,2689,3,2,1,yes,no,yes,yes,yes,3,no,semi-furnished,Vasant Vihar,5
63860422,4836,5,5,3,no,yes,no,no,yes,3,no,furnished,Poes Garden,21
34127264,2759,3,3,3,no,yes,no,no,yes,1,no,furnished,Juhu,19
39221656,4595,5,5,3,no,no,no,no,yes,3,no,semi-furnished,Koregaon Park,25
19067258,1743,2,2,1,yes,no,no,no,no,0,no,furnished,Jayanagar,8
30927866,3210,3,3,2,no,yes,no,no,yes,3,no,unfurnished,Koregaon Park,16
52254139,4675,5,5,2,yes,yes,yes,no,yes,3,yes,furnished,Powai,15
38960245,3716,4,3,3,yes,yes,no,yes,yes,3,yes,furnished,Anna Nagar,18
41581453,3046,3,3,2,no,yes,no,no,yes,3,yes,unfurnished,Juhu,17
57573873,3789,4,4,4,yes,yes,no,no,yes,2,no,furnished,Juhu,10
33568638,3034,3,3,3,yes,yes,yes,no,yes,3,no,furnished,Greater Kailash,19
46205927,3732,4,4,4,yes,yes,yes,no,yes,2,no,semi-furnished,Banjara Hills,6
35021633,3120,3,3,3,yes,yes,no,no,yes,2,no,semi-furnished,Powai,9
